,title,authors,date,journal,citations,references,paper_link,authors_full,affiliation
274,Photonic crystal-assisted visible light activated TiO2 photocatalysis,"Likodimos, V",Aug 15 2018,APPLIED CATALYSIS B-ENVIRONMENTAL,133,228,/wos/woscc/full-record/WOS:000429500100027,"Likodimos, V","Natl & Kapodistrian Univ Athens, Sect Solid State Phys, Dept Phys, Panepistimiopolis 15784, Greece"
275,The Effect of Surface Coating on Energy Migration-Mediated Upconversion,"Su, QQ Han, SY ... Liu, XG",Dec 26 2012,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,336,108,/wos/woscc/full-record/WOS:000313154200043,"Su, QQ; Han, SY; Xie, XJ; Zhu, HM; Chen, HY; Chen, CK; Liu, RS; Chen, XY; Wang, F; Liu, XG","Natl Univ Singapore, Dept Chem, Singapore 117543, Singapore; Chinese Acad Sci, Fujian Inst Res Struct Matter, Key Lab Optoelect Mat Chem & Phys, Fuzhou 350002, Fujian, Peoples R China; Nanyang Technol Univ, Div Chem & Biol Chem, Singapore 637371, Singapore; Natl Taiwan Univ, Dept Chem, Taipei 106, Taiwan; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; Inst Mat Res & Engn, Singapore 117602, Singapore"
276,Doping Lanthanide into Perovskite Nanocrystals: Highly Improved and Expanded Optical Properties,"Pan, GC Bai, X ... Song, HW",Dec 2017,NANO LETTERS,463,39,/wos/woscc/full-record/WOS:000418393300116,"Hao, XQ; Jin, ZL; Yang, H; Lu, GX; Bi, YP","Beifang Univ Nationalities, Sch Chem & Chem Engn, Yinchuan 750021, Peoples R China; Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Peoples R China; Nanjing Univ, Sch Chem & Chem Engn, Nanjing 210023, Jiangsu, Peoples R China"
277,Peculiar synergetic effect of MoS2 quantum dots and graphene on Metal-Organic Frameworks for photocatalytic hydrogen evolution,"Hao, XQ Jin, ZL ... Bi, YP",Aug 5 2017,APPLIED CATALYSIS B-ENVIRONMENTAL,227,34,/wos/woscc/full-record/WOS:000400585500005,"Sperling, RA; Parak, WJ","Univ Autonoma Barcelona, Inst Catala Nanotecnol, Bellaterra, Spain; Univ Marburg, Fachbereich Phys, D-3550 Marburg, Germany; Univ Marburg, Wissensch Zentrum Mat Wissensch, D-3550 Marburg, Germany"
278,Rational molecular passivation for high-performance perovskite light-emitting diodes,"Xu, WD Hu, Q ... Gao, F",Jun 2019,NATURE PHOTONICS,698,43,/wos/woscc/full-record/WOS:000468752300019,"Xu, WD; Hu, Q; Bai, S; Bao, CX; Miao, YF; Yuan, ZC; Borzda, T; Barker, AJ; Tyukalova, E; Hu, ZJ; Kawecki, M; Wang, HY; Yan, ZB; Liu, XJ; Shi, XB; Uvdal, K; Fahlman, M; Zhang, WJ; Duchamp, M; Liu, JM; Petrozza, A; Wang, JP; Liu, LM; Huang, W; Gao, F","Linkoping Univ, Dept Phys Chem & Biol IFM, Linkoping, Sweden; Nanjing Tech Univ NanjingTech, KLOFE, Nanjing, Jiangsu, Peoples R China; Nanjing Tech Univ NanjingTech, Jiangsu Natl Synerget Innovat Ctr Adv Mat SICAM, IAM, Nanjing, Jiangsu, Peoples R China; Beijing Computat Sci Res Ctr, Beijing, Peoples R China; Shenzhen Univ, Int Collaborat Lab 2D Mat Optoelect Sci & Technol, Shenzhen, Peoples R China; Ist Italiano Tecnol, Ctr Nano Sci & Technol Polimi, Milan, Italy; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore, Singapore; Empa, Lab Nanoscale Mat Sci, Dubendorf, Switzerland; Univ Basel, Dept Phys, Basel, Switzerland; Nanjing Univ, Lab Solid State Microstruct, Nanjing, Jiangsu, Peoples R China; Nanjing Univ, Innovat Ctr Adv Microstruct, Nanjing, Jiangsu, Peoples R China; Beihang Univ, Sch Phys, Beijing, Peoples R China; NPU, SIFE, Xian, Shaanxi, Peoples R China"
279,"Surface modification, functionalization and bioconjugation of colloidal inorganic nanoparticles","Sperling, RA Parak, WJ",Mar 28 2010,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,1168,395,/wos/woscc/full-record/WOS:000274520600007,"Pan, GC; Bai, X; Yang, DW; Chen, X; Jing, PT; Qu, SN; Zhang, LJ; Zhou, DL; Zhu, JY; Xu, W; Dong, B; Song, HW","Jilin Univ, State Key Lab Integrated Optoelect, Coll Elect Sci & Engn, Changchun 130012, Jilin, Peoples R China; Jilin Univ, Key Lab Automobile Mat MOE, State Key Lab Superhard Mat, Changchun 130012, Jilin, Peoples R China; Jilin Univ, Coll Mat Sci & Engn, Changchun 130012, Jilin, Peoples R China; Chinese Acad Sci, State Key Lab Luminescence & Applicat, Changchun Inst Opt Fine Mech & Phys, 3888 Eastern South Lake Rd, Changchun 130033, Jilin, Peoples R China"
280,Semiconductor Quantum Dots and Quantum Dot Arrays and Applications of Multiple Exciton Generation to Third-Generation Photovoltaic Solar Cells,"Nozik, AJ Beard, MC ... Johnson, JC",Nov 2010,CHEMICAL REVIEWS,994,224,/wos/woscc/full-record/WOS:000284134300013,"Pan, AZ; He, B; Fan, XY; Liu, ZK; Urban, JJ; Alivisatos, AP; He, L; Liu, Y","Xi An Jiao Tong Univ, Sch Sci, Dept Chem, Xianning West Rd 28, Xian 710049, Peoples R China; Lawrence Berkeley Natl Lab, Mol Foundry, Berkeley, CA 94720 USA; Lawrence Berkeley Natl Lab, Div Mat Sci, Berkeley, CA 94720 USA; Chinese Acad Sci, Xinjiang Key Lab Elect Informat Mat & Devices, Xinjiang Tech Inst Phys & Chem, Urumqi 830011, Peoples R China; Univ Calif Berkeley, Dept Chem, Berkeley, CA 94720 USA; Kavli Energy NanoSci Inst Berkeley, Berkeley, CA 94720 USA"
281,"Insight into the Ligand-Mediated Synthesis of Colloidal CsPbBr3 Perovskite Nanocrystals: The Role of Organic Acid, Base, and Cesium Precursors","Pan, AZ He, B ... Liu, Y",Aug 2016,ACS NANO,540,44,/wos/woscc/full-record/WOS:000381959100079,"Nozik, AJ; Beard, MC; Luther, JM; Law, M; Ellingson, RJ; Johnson, JC","Natl Renewable Energy Lab, Golden, CO 80401 USA; Univ Colorado, Dept Chem & Biochem, Boulder, CO 80309 USA; Univ Calif Irvine, Dept Chem, Irvine, CA 92697 USA; Univ Toledo, Dept Phys & Astron, Toledo, OH 43606 USA"
282,"Co2P-CoN Double Active Centers Confined in N-Doped Carbon Nanotube: Heterostructural Engineering for Trifunctional Catalysis toward HER, ORR, OER, and Zn-Air Batteries Driven Water Splitting","Guo, YY Yuan, PF ... Xu, Q",Dec 19 2018,ADVANCED FUNCTIONAL MATERIALS,327,47,/wos/woscc/full-record/WOS:000453604700005,"Guo, YY; Yuan, PF; Zhang, JA; Xia, HC; Cheng, FY; Zhou, MF; Li, J; Qiao, YY; Mu, SC; Xu, Q","Zhengzhou Univ, Coll Mat Sci & Engn, Zhengzhou 450001, Henan, Peoples R China; Zhengzhou Univ, Int Joint Res Lab Quantum Funct Mat Henan Prov, Zhengzhou 450001, Henan, Peoples R China; Zhengzhou Univ, Sch Phys & Engn, Zhengzhou 450001, Henan, Peoples R China; Nankai Univ, Minist Educ, Key Lab Adv Energy Mat Chem, Tianjin 300071, Peoples R China; Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Wuhan 430070, Hubei, Peoples R China"
283,Nonlinear Optics with 2D Layered Materials,"Autere, A Jussila, H ... Sun, ZP",Jun 13 2018,ADVANCED MATERIALS,374,368,/wos/woscc/full-record/WOS:000436455800013,"Autere, A; Jussila, H; Dai, YY; Wang, YD; Lipsanen, H; Sun, ZP","Aalto Univ, Dept Elect & Nanoengn, Tietotie 3, FI-02150 Espoo, Finland; Aalto Univ, QTF Ctr Excellence, Dept Appl Phys, FI-00076 Aalto, Finland"
284,Synergetic interaction between neighbouring platinum monomers in CO2 hydrogenation,"Li, HL Wang, LB ... Zeng, J",May 2018,NATURE NANOTECHNOLOGY,378,39,/wos/woscc/full-record/WOS:000431481000022,"Li, HL; Wang, LB; Dai, YZ; Pu, ZT; Lao, ZH; Chen, YW; Wang, ML; Zheng, XS; Zhu, JF; Zhang, WH; Si, R; Ma, C; Zeng, J","Univ Sci & Technol China, Key Lab Strongly Coupled Quantum Matter Phys, Natl Synchrotron Radiat Lab,Dept Chem Phys, Chinese Acad Sci,Hefei Natl Lab Phys Sci Microsca, Hefei, Anhui, Peoples R China; Chinese Acad Sci, Shanghai Inst Appl Phys, Shanghai Synchrotron Radiat Facil, Shanghai, Peoples R China"
285,Kelvin probe force microscopy and its application,"Melitz, W Shen, J ... Lee, S",Jan 2011,SURFACE SCIENCE REPORTS,983,106,/wos/woscc/full-record/WOS:000285863500001,"Melitz, W; Shen, J; Kummel, AC; Lee, S","Univ Calif San Diego, Dept Chem & Biochem, La Jolla, CA 92093 USA; Univ Calif San Diego, Mat Sci & Engn Program, La Jolla, CA 92093 USA"
286,Photonic Floquet topological insulators,"Rechtsman, MC Zeuner, JM ... Szameit, A",Apr 11 2013,NATURE,1976,30,/wos/woscc/full-record/WOS:000317346300036,"Rechtsman, MC; Zeuner, JM; Plotnik, Y; Lumer, Y; Podolsky, D; Dreisow, F; Nolte, S; Segev, M; Szameit, A","Technion Israel Inst Technol, Dept Phys, IL-32000 Haifa, Israel; Technion Israel Inst Technol, Inst Solid State, IL-32000 Haifa, Israel; Univ Jena, Abbe Ctr Photon, Inst Appl Phys, D-07743 Jena, Germany"
287,Protein-Nanoparticle Interactions: Opportunities and Challenges,"Mahmoudi, M Lynch, I ... Laurent, S",Sep 2011,CHEMICAL REVIEWS,1036,245,/wos/woscc/full-record/WOS:000295542700012,"Mahmoudi, M; Lynch, I; Ejtehadi, MR; Monopoli, MP; Bombelli, FB; Laurent, S","Pasteur Inst Iran, Natl Cell Bank, Tehran, Iran; Univ Tehran Med Sci, Fac Pharm, Nanotechnol Res Ctr, Tehran, Iran; Univ Coll Dublin, Sch Chem & Chem Biol, Dublin 4, Ireland; Univ Coll Dublin, Conway Inst Biomol & Biomed Res, Dublin 4, Ireland; Sharif Univ Technol, Dept Phys, Tehran, Iran; UEA, Sch Pharm, Norwich, Norfolk, England; Univ Mons, NMR & Mol Imaging Lab, Dept Gen Organ & Biomed Chem, B-7000 Mons, Belgium"
288,A Promoted Charge Separation/Transfer System from Cu Single Atoms and C(3)N(4)Layers for Efficient Photocatalysis,"Xiao, XD Gao, YT ... Fu, HG",Aug 2020,ADVANCED MATERIALS,169,51,/wos/woscc/full-record/WOS:000546329300001,"Xiao, XD; Gao, YT; Zhang, LP; Zhang, JC; Zhang, Q; Li, Q; Bao, HL; Zhou, J; Miao, S; Chen, N; Wang, JQ; Jiang, BJ; Tian, CG; Fu, HG","Heilongjiang Univ, Minist Educ Peoples Republ China, Sch Chem & Mat Sci, Key Lab Funct Inorgan Mat Chem, Harbin 150080, Peoples R China; Kent State Univ, Dept Chem & Biochem, Kent, OH 44242 USA; Univ Sci & Technol China, Synerget Innovat Ctr Quantum Informat & Quantum P, Dept Chem Phys, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Anhui, Peoples R China; Chinese Acad Sci, Shanghai Inst Appl Phys, Shanghai 201800, Peoples R China; JEOL Beijing Co Ltd, 6 Zhongguancun Nansan St, Beijing 100080, Peoples R China; Chinese Acad Sci, Dalian Inst Chem Phys, Dalian 116023, Peoples R China; Univ Saskatchewan, Canadian Light Source, Saskatoon, SK S7N 2V3, Canada"
289,Recent Progresses on Materials for Electrophosphorescent Organic Light-Emitting Devices,"Xiao, LX Chen, ZJ ... Kido, JJ",Feb 22 2011,ADVANCED MATERIALS,1188,219,/wos/woscc/full-record/WOS:000287669000001,"Xiao, LX; Chen, ZJ; Qu, B; Luo, JX; Kong, S; Gong, QH; Kido, JJ","Peking Univ, State Key Lab Mesoscop Phys, Beijing 100871, Peoples R China; Peking Univ, Dept Phys, Beijing 100871, Peoples R China; Yamagata Univ, Dept Organ Device Engn, Yamagata 9928510, Japan"
290,Gate-tuning of graphene plasmons revealed by infrared nano-imaging,"Fei, Z Rodin, AS ... Basov, DN",Jul 5 2012,NATURE,1538,29,/wos/woscc/full-record/WOS:000305982900054,"Fei, Z; Rodin, AS; Andreev, GO; Bao, W; McLeod, AS; Wagner, M; Zhang, LM; Zhao, Z; Thiemens, M; Dominguez, G; Fogler, MM; Castro Neto, AH; Lau, CN; Keilmann, F; Basov, DN","Univ Calif San Diego, Dept Phys, La Jolla, CA 92093 USA; Univ Calif Riverside, Dept Phys & Astron, Riverside, CA 92521 USA; Univ Maryland, Mat Res Sci & Engn Ctr, College Pk, MD 20742 USA; Boston Univ, Dept Phys, Boston, MA 02215 USA; Univ Calif San Diego, Dept Chem & Biochem, La Jolla, CA 92093 USA; Calif State Univ, Dept Phys, San Marcos, CA 92096 USA; Natl Univ Singapore, Graphene Res Ctr, Singapore 117542, Singapore; Natl Univ Singapore, Dept Phys, Singapore 117542, Singapore; Max Planck Inst Quantum Opt, D-85714 Garching, Germany; Ctr Nanosci, D-85714 Garching, Germany"
291,Infrared Photodetectors Based on CVD-Grown Graphene and PbS Quantum Dots with Ultrahigh Responsivity,"Sun, ZH Liu, ZK ... Yan, F",Nov 14 2012,ADVANCED MATERIALS,591,39,/wos/woscc/full-record/WOS:000310876700011,"Sun, ZH; Liu, ZK; Li, JH; Tai, GA; Lau, SP; Yan, F","Hong Kong Polytech Univ, Dept Appl Phys, Hong Kong, Hong Kong, Peoples R China; Hong Kong Polytech Univ, Mat Res Ctr, Hong Kong, Hong Kong, Peoples R China"
292,Stabilizing Cesium Lead Halide Perovskite Lattice through Mn(II) Substitution for Air-Stable Light-Emitting Diodes,"Zou, SH Liu, YS ... Chen, XY",Aug 23 2017,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,543,52,/wos/woscc/full-record/WOS:000408519600024,"Xia, Y; Qian, D; Hsieh, D; Wray, L; Pal, A; Lin, H; Bansil, A; Grauer, D; Hor, YS; Cava, RJ; Hasan, MZ","Princeton Univ, Joseph Henry Labs Phys, Dept Phys, Princeton, NJ 08544 USA; Princeton Univ, Princeton Ctr Complex Mat, Princeton, NJ 08544 USA; Shanghai Jiao Tong Univ, Dept Phys, Shanghai 200030, Peoples R China; Northeastern Univ, Dept Phys, Boston, MA 02115 USA; Princeton Univ, Dept Chem, Princeton, NJ 08544 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton, NJ 08544 USA"
293,Observation of a large-gap topological-insulator class with a single Dirac cone on the surface,"Xia, Y Qian, D ... Hasan, MZ",Jun 2009,NATURE PHYSICS,2823,29,/wos/woscc/full-record/WOS:000266544800016,"Zhang, JR; Bai, DL; Jin, ZW; Bian, H; Wang, K; Sun, J; Wang, Q; Liu, SZ","Shaanxi Normal Univ, Shaanxi Engn Lab Adv Energy Technol, Key Lab Appl Surface & Colloid Chem,Minist Educ, Shaanxi Key Lab Adv Energy Devices,Sch Mat Sci &, Xian 710119, Shaanxi, Peoples R China; Dalian Inst Chem Phys, IChEM, Dalian Natl Lab Clean Energy, Dalian 116023, Peoples R China"
294,3D-2D-0D Interface Profiling for Record Efficiency All-Inorganic CsPbBrI2 Perovskite Solar Cells with Superior Stability,"Zhang, JR Bai, DL ... Liu, SZ",May 25 2018,ADVANCED ENERGY MATERIALS,530,66,/wos/woscc/full-record/WOS:000434031400020,"Zou, SH; Liu, YS; Li, JH; Liu, CP; Feng, R; Jiang, FL; Li, YX; Song, JZ; Zeng, HB; Hong, MC; Chen, XY","Chinese Acad Sci, Fujian Inst Res Struct Matter, CAS Key Lab Design & Assembly Funct Nanostruct, CAS Key Lab Optoelectr Mat Chem & Phys, Fuzhou 350002, Fujian, Peoples R China; Chinese Acad Sci, Fujian Inst Res Struct Matter, State Key Lab Struct Chem, Fuzhou 350002, Fujian, Peoples R China; Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, Inst Optoelect & Nanomat, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Jiangsu, Peoples R China; Fuzhou Univ, Testing Ctr, Fuzhou 350002, Fujian, Peoples R China; Univ Chinese Acad Sci, Beijing 100049, Peoples R China; ShanghaiTech Univ, Sch Phys Sci & Technol, Shanghai 201210, Peoples R China; Chinese Acad Sci, Shanghai Inst Ceram, Shanghai 200050, Peoples R China"
295,Quantum plasmonics,"Tame, MS McEnery, KR ... Kim, MS",Jun 2013,NATURE PHYSICS,1053,147,/wos/woscc/full-record/WOS:000319809900011,"Tame, MS; McEnery, KR; Ozdemir, SK; Lee, J; Maier, SA; Kim, MS","Univ London Imperial Coll Sci Technol & Med, Dept Phys, Expt Solid State Grp, London SW7 2BW, England; Univ London Imperial Coll Sci Technol & Med, Dept Phys, Quantum Opt & Laser Sci Grp, London SW7 2BW, England; Washington Univ, Dept Elect & Syst Engn, St Louis, MO 63130 USA; Hanyang Univ, Dept Phys, Seoul 133791, South Korea"
296,Recent Progress on Two-Dimensional Materials,"Chang, C Chen, W ... Liu, ZF",Oct 13 2021,ACTA PHYSICO-CHIMICA SINICA,116,1783,/wos/woscc/full-record/WOS:000731879300002,"Fu, L; Kane, CL; Mele, EJ","Univ Penn, Dept Phys & Astron, Philadelphia, PA 19104 USA"
297,Discovery of a Weyl fermion semimetal and topological Fermi arcs,"Xu, SY Belopolski, I ... Hasan, MZ",Aug 7 2015,SCIENCE,2310,29,/wos/woscc/full-record/WOS:000359092900034,"Xu, SY; Belopolski, I; Alidoust, N; Neupane, M; Bian, G; Zhang, CL; Sankar, R; Chang, GQ; Yuan, ZJ; Lee, CC; Huang, SM; Zheng, H; Ma, J; Sanchez, DS; Wang, BK; Bansil, A; Chou, FC; Shibayev, PP; Lin, H; Jia, S; Hasan, MZ","Princeton Univ, Dept Phys, Lab Topol Quantum Matter & Spect B7, Princeton, NJ 08544 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton Ctr Complex Mat, Princeton, NJ 08544 USA; Los Alamos Natl Lab, Condensed Matter & Magnet Sci Grp, Los Alamos, NM 87545 USA; Peking Univ, Sch Phys, Int Ctr Quantum Mat, Beijing, Peoples R China; Natl Taiwan Univ, Ctr Condensed Matter Sci, Taipei 10617, Taiwan; Natl Univ Singapore, Ctr Adv Mat 2D, Singapore 117546, Singapore; Natl Univ Singapore, Graphene Res Ctr, Singapore 117546, Singapore; Natl Univ Singapore, Dept Phys, Singapore 117542, Singapore; Oak Ridge Natl Lab, Quantum Condensed Matter Div, Oak Ridge, TN 37831 USA; Northeastern Univ, Dept Phys, Boston, MA 02115 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton, NJ 08544 USA; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China"
298,Topological insulators in three dimensions,"Fu, L Kane, CL Mele, EJ",Mar 9 2007,PHYSICAL REVIEW LETTERS,3244,26,/wos/woscc/full-record/WOS:000244792400042,"Adachi, C; Baldo, MA; Thompson, ME; Forrest, SR","Princeton Univ, Dept Elect Engn, Ctr Photon & Optoelect Mat, Princeton, NJ 08544 USA"
299,"Narrow bandgap colloidal metal chalcogenide quantum dots: synthetic methods, heterostructures, assemblies, electronic and infrared optical properties","Kershaw, SV Susha, AS Rogach, AL",2013,CHEMICAL SOCIETY REVIEWS,311,492,/wos/woscc/full-record/WOS:000316869500025,"Rao, CNR; Gopalakrishnan, K; Govindaraj, A","Jawaharlal Nehru Ctr Adv Sci Res, Chem & Phys Mat Unit, Int Ctr Mat Sci, CSIR Ctr Excellence Chem, Bangalore 560064, Karnataka, India; Jawaharlal Nehru Ctr Adv Sci Res, Sheik Saqr Lab, Bangalore 560064, Karnataka, India; Indian Inst Sci, Solid State & Struct Chem Unit, Bangalore 566012, Karnataka, India"
300,Nearly 100% internal phosphorescence efficiency in an organic light-emitting device,"Adachi, C Baldo, MA ... Forrest, SR",Nov 15 2001,JOURNAL OF APPLIED PHYSICS,3008,29,/wos/woscc/full-record/WOS:000171918700023,"Kershaw, SV; Susha, AS; Rogach, AL","City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon CFP, Hong Kong, Hong Kong, Peoples R China"
301,"Synthesis, properties and applications of graphene doped with boron, nitrogen and other elements","Rao, CNR Gopalakrishnan, K Govindaraj, A",Jun 2014,NANO TODAY,305,125,/wos/woscc/full-record/WOS:000341481000008,"Gisin, N; Ribordy, GG; Tittel, W; Zbinden, H","Univ Geneva, Appl Phys Grp, CH-1211 Geneva 4, Switzerland"
302,Quantum cryptography,"Gisin, N Ribordy, GG ... Zbinden, H",Jan 2002,REVIEWS OF MODERN PHYSICS,5647,217,/wos/woscc/full-record/WOS:000174548700005,"Chang, C; Chen, W; Chen, Y; Chen, YH; Chen, Y; Ding, F; Fan, CH; Fan, HJ; Fan, ZX; Gong, C; Gong, YJ; He, QY; Hong, X; Hu, S; Hu, WD; Huang, W; Huang, Y; Ji, W; Li, DH; Li, LJ; Li, Q; Lin, L; Ling, CY; Liu, MH; Liu, N; Liu, Z; Loh, KP; Ma, JM; Miao, F; Peng, HL; Shao, MF; Song, L; Su, S; Sun, S; Tan, CL; Tang, ZY; Wang, DS; Wang, H; Wang, JL; Wang, X; Wang, XR; Wee, ATS; Wei, ZM; Wu, YE; Wu, ZS; Xiong, J; Xiong, QH; Xu, WG; Yin, P; Zeng, HB; Zeng, ZY; Zhai, TY; Zhang, H; Zhang, H; Zhang, QC; Zhang, TR; Zhang, X; Zhao, LD; Zhao, MT; Zhao, WJ; Zhao, YX; Zhou, KG; Zhou, X; Zhou, Y; Zhu, HW; Zhang, H; Liu, ZF","IST Austria, Campus 1, A-3400 Klosterneuburg, Austria; Natl Univ Singapore, Dept Chem, 3 Sci Dr 3, Singapore 117543, Singapore; Chinese Univ Hong Kong, Dept Chem, Shatin, Hong Kong, Peoples R China; Nanjing Tech Univ, Key Lab Flexible Elect, Nanjing 211816, Peoples R China; Nanjing Tech Univ, Inst Adv Mat, Nanjing 211816, Peoples R China; Shanghai Univ, Sch Life Sci, Shanghai 200444, Peoples R China; Inst Basic Sci, Ctr Multidimens Carbon Mat, Ulsan 44919, South Korea; Shanghai Jiao Tong Univ, Sch Chem & Chem Engn, Shanghai 200240, Peoples R China; Nanyang Technol Univ, Sch Phys & Math Sci, Singapore 637371, Singapore; City Univ Hong Kong, Dept Chem, Kowloon, Hong Kong, Peoples R China; Univ Maryland, Dept Elect & Comp Engn, College Pk, MD 20742 USA; Univ Maryland, Quantum Technol Ctr, College Pk, MD 20742 USA; Beihang Univ, Sch Mat Sci & Engn, Beijing 100191, Peoples R China; City Univ Hong Kong, Dept Mat Sci & Engn, Kowloon, Hong Kong, Peoples R China; Univ Sci & Technol China, Ctr Adv Nanocatalysis Can, Dept Appl Chem, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Peoples R China; Xiamen Univ, Coll Chem & Chem Engn, Collaborat Innovat Ctr Chem Energy Mat iChEM, State Key Lab Phys Chem Solid Surfaces, Xiamen 361005, Peoples R China; Chinese Acad Sci, Shanghai Inst Tech Phys, State Key Lab Infrared Phys, Shanghai 200083, Peoples R China; Beijing Inst Technol, Adv Res Inst Multidisciplinary Sci, Beijing 100081, Peoples R China; Renmin Univ China, Dept Phys, Beijing Key Lab Optoelect Funct Mat & Micronano D, Beijing 100872, Peoples R China; Huazhong Univ Sci & Technol, Sch Opt & Elect Informat, Wuhan Natl Lab Optoelect, Wuhan 430074, Peoples R China; Univ Hong Kong, Dept Mech Engn, Pokfulam Rd, Hong Kong, Peoples R China; Southeast Univ, Sch Phys, Nanjing 211189, Peoples R China; Natl Univ Singapore, Dept Mat Sci & Engn, Singapore 117575, Singapore; Chinese Acad Sci, Inst Chem, CAS Key Lab Colloid Interface & Chem Thermodynam, Beijing 100190, Peoples R China; Beijing Normal Univ, Coll Chem, Beijing 100875, Peoples R China; Soochow Univ, Inst Funct Nano & Soft Mat FUNSOM, Jiangsu Key Lab Carbon Based Funct Mat & Devices, Suzhou 215123, Jiangsu, Peoples R China; Univ Elect Sci & Technol China, Sch Mat & Energy, Chengdu 611731, Peoples R China; Nanjing Univ, Sch Phys, Nanjing 210093, Peoples R China; Peking Univ, Coll Chem & Mol Engn, Ctr Nanochem CNC, Beijing Graphene Inst BGI,Beijing Natl Lab Mol Sc, Beijing 100871, Peoples R China; Beijing Univ Chem Technol, State Key Lab Chem Resource Engn, Beijing 100029, Peoples R China; Univ Sci & Technol China, CAS Ctr Excellence Nanosci, Natl Synchrotron Radiat Lab, Hefei 230029, Peoples R China; Nanjing Univ Posts & Telecommun, Inst Adv Mat IAM, State Key Lab Organ Elect & Informat Displays, Nanjing 210023, Peoples R China; Nanjing Univ Posts & Telecommun, Inst Adv Mat IAM, Jiangsu Key Lab Biosensors, Nanjing 210023, Peoples R China; Natl Univ Singapore, Dept Phys, 2 Sci Dr 3, Singapore 117551, Singapore; City Univ Hong Kong, Dept Elect Engn, Kowloon, Hong Kong, Peoples R China; Natl Ctr Nanosci & Technol, CAS Ctr Excellence Nanosci, CAS Key Lab Nanosyst & Hierarch Fabricat, Beijing 100190, Peoples R China; Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China; Nankai Univ, Coll Chem, Renewable Energy Convers & Storage Ctr RECAST, Key Lab Adv Energy Mat Chem,Minist Educ, Tianjin 300071, Peoples R China; Univ Sci & Technol China, iChEM Collaborat Innovat Ctr Chem Energy Mat, Sch Chem & Mat Sci, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Sch Elect Sci & Engn, Natl Lab Solid State Microstruct, Nanjing 210023, Peoples R China; Chinese Acad Sci, Inst Semicond, Beijing 100083, Peoples R China; Chinese Acad Sci, Dalian Inst Chem Phys, State Key Lab Catalysis, Dalian 116023, Liaoning, Peoples R China; Univ Elect Sci & Technol China, State Key Lab Elect Thin Film & Integrated Device, Chengdu 610054, Peoples R China; Tsinghua Univ, Dept Phys, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China; Nanjing Univ, Sch Chem & Chem Engn, Key Lab Mesoscop Chem, Nanjing 210023, Peoples R China; Shenzhen Univ, Inst Microscale Optoelect, Shenzhen 518060, Guangdong, Peoples R China; Nanjing Univ Sci & Technol, Coll Mat Sci & Engn, Met Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China; Huazhong Univ Sci & Technol, Sch Mat Sci & Engn, Wuhan 430074, Peoples R China; Chinese Acad Sci, Tech Inst Phys & Chem, Beijing 100190, Peoples R China; Univ Hong Kong, Fac Sci & Engn, Hong Kong, Peoples R China; Tianjin Univ, Inst Mol Aggregat Sci, Dept Chem, Tianjin Key Lab Mol Optoelect Sci, Tianjin 300072, Peoples R China; Tianjin Univ, Inst Mol Plus, Tianjin 300072, Peoples R China; Cent South Univ, Sch Phys & Elect, Hunan Key Lab Nanophoton & Devices, Changsha 410083, Peoples R China; Tsinghua Univ, Sch Mat Sci & Engn, State Key Lab New Ceram & Fine Proc, Beijing 100084, Peoples R China"
