,authors_full,affiliation
99,"Yoo, JJ; Seo, G; Chua, MR; Park, TG; Lu, YL; Rotermund, F; Kim, YK; Moon, CS; Jeon, NJ; Correa-Baena, JP; Bulovic, V; Shin, SS; Bawendi, MG; Seo, J","MIT, Dept Chem, Cambridge, MA 02139 USA; Korea Res Inst Chem Technol, Div Adv Mat, Daejeon, South Korea; MIT, Dept Elect Engn & Comp Sci, Cambridge, MA 02139 USA; Korea Adv Inst Sci & Technol, Dept Phys, Daejeon, South Korea; Ulsan Natl Inst Sci & Technol UNIST, Cent Res Facil, Ulsan, South Korea; Georgia Inst Technol, Sch Mat Sci & Engn, Atlanta, GA USA; Sungkyunkwan Univ, Dept Energy Sci, Suwon, South Korea"
100,"Sun, ZH; Chang, HX","Huazhong Univ Sci & Technol, Sch Mat Sci & Engn, State Key Lab Mat Proc & Die & Mold Technol, Wuhan 430074, Peoples R China; PSL Res Univ, ESPCI ParisTech, Lab Phys & Etud Mat, F-75231 Paris 5, France; CNRS, UMR 8213, F-75005 Paris, France; Tohoku Univ, WPI Adv Inst Mat Res, Sendai, Miyagi 9808577, Japan"
101,"Zhao, JJ; Liu, HS; Yu, ZM; Quhe, RG; Zhou, S; Wang, YY; Liu, CC; Zhong, HX; Han, NN; Lu, J; Yao, YG; Wu, KH","Dalian Univ Technol, Key Lab Mat Modificat Laser Ion & Electron Beams, Minist Educ, Dalian 116024, Peoples R China; Beijing Inst Technol, Sch Phys, Beijing 100081, Peoples R China; Peking Univ, State Key Lab Mesoscop Phys, Beijing 100871, Peoples R China; Peking Univ, Dept Phys, Beijing 100871, Peoples R China; Beijing Univ Posts & Telecommun, State Key Lab Informat Photon & Opt Commun, Beijing 100876, Peoples R China; Beijing Univ Posts & Telecommun, Sch Sci, Beijing 100876, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China"
102,"Jiang, Z; Xu, XH; Ma, YH; Cho, HS; Ding, D; Wang, C; Wu, J; Oleynikov, P; Jia, M; Cheng, J; Zhou, Y; Terasaki, O; Peng, TY; Zan, L; Deng, HX","Wuhan Univ, Coll Chem & Mol Sci, Key Lab Biomed Polymers, Minist Educ, Wuhan, Peoples R China; ShanghaiTech Univ, Sch Phys Sci & Technol, Shanghai, Peoples R China; Xiamen Univ, State Key Lab Phys Chem Solid Surfaces, Xiamen, Peoples R China; Wuhan Univ, Inst Adv Studies, Wuhan, Peoples R China"
103,"Ebbesen, TW; Lezec, HJ; Ghaemi, HF; Thio, T; Wolff, PA","NEC Res Inst, Princeton, NJ 08540 USA; Univ Strasbourg, ISIS, F-67000 Strasbourg, France; Micr Europe GmbH, D-85622 Feldkirchen, Germany; MIT, Dept Phys, Cambridge, MA 02139 USA"
104,"Kovalenko, MV; Manna, L; Cabot, A; Hens, Z; Talapin, DV; Kagan, CR; Klimov, VI; Rogach, AL; Reiss, P; Milliron, DJ; Guyot-Sionnnest, P; Konstantatos, G; Parak, WJ; Hyeon, T; Korgel, BA; Murray, CB; Heiss, W","ETH, Dept Chem & Appl Biosci, Inst Inorgan Chem, CH-8093 Zurich, Switzerland; EMPA Swiss Fed Labs Mat Sci & Technol, Lab Thin Films & Photovolta, CH-8600 Dubendorf, Switzerland; Italian Inst Technol, Nanochem Dept, Genoa, Italy; Delft Univ Technol, Kavli Inst NanoSci, NL-2628 CJ Delft, Netherlands; Catalonia Energy Res Inst, St Adria Del Besos 08930, Spain; ICREA, Barcelona 08010, Spain; Univ Ghent, B-9000 Ghent, Belgium; Univ Ghent, Ctr Nano & Biophoton, B-9000 Ghent, Belgium; Univ Chicago, Dept Chem, Chicago, IL 60637 USA; Univ Chicago, James Franck Inst, Chicago, IL 60637 USA; Argonne Natl Lab, Ctr Nanoscale Mat, Argonne, IL 60439 USA; Univ Penn, Dept Elect & Syst Engn, Philadelphia, PA 19104 USA; Univ Penn, Dept Mat Sci & Engn, Philadelphia, PA 19104 USA; Univ Penn, Dept Chem, Philadelphia, PA 19104 USA; Los Alamos Natl Lab, Div Chem, Los Alamos, NM 87545 USA; City Univ Hong Kong, Dept Phys & Mat Sci, Kowloon, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon, Kowloon, Hong Kong, Peoples R China; Univ Grenoble Alpes, CNRS, CEA INAC, UMR SPrAM 5819,Lab Elect Mol Organ & Hybride, F-38054 Grenoble, France; Univ Texas Austin, McKetta Dept Chem Engn, Austin, TX 78712 USA; Univ Marburg, Marburg, Germany; CIC Biomagune, San Sebastian, Spain; Inst for Basic Sci Korea, Ctr Nanoparticle Res, Seoul 151742, South Korea; Seoul Natl Univ, Sch Chem & Biol Engn, Seoul 151742, South Korea; ICFO, Inst Photon Sci, Castelldefels 08860, Spain; Univ Texas Austin, Texas Mat Inst, Ctr Nano & Mol Sci & Technol, Austin, TX 78712 USA; Johannes Kepler Univ Linz, Inst Semicond & Solid State Phys, A-4040 Linz, Austria; Univ Erlangen Nurnberg, Mat Elect & Energy Technol iMEET, D-91058 Erlangen, Germany; Energie Campus Nurnberg, D-90429 Nurnberg, Germany"
105,"Xiao, R; Zhao, CX; Zou, ZY; Chen, ZP; Tian, L; Xu, HT; Tang, H; Liu, QQ; Lin, ZX; Yang, XF","Jiangsu Univ, Sch Mat Sci & Engn, Zhenjiang 212013, Jiangsu, Peoples R China; Nanjing Forestry Univ, Coll Sci, Inst Mat Phys & Chem, Nanjing 210037, Peoples R China; Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Wuhan 430070, Peoples R China; Swiss Fed Inst Technol, Dept Chem & Appl Biosci, Inst Chem & Bioengn, CH-8093 Zurich, Switzerland; Yangzhou Univ, Testing Ctr, Yangzhou 225009, Jiangsu, Peoples R China; Fuzhou Univ, State Key Lab Photocatalysis Energy & Environm, Fuzhou 350116, Peoples R China; Harbin Normal Univ, Sch Phys & Elect Engn, Key Lab Photon & Elect Bandgap Mat, Minist Educ, Harbin 150025, Peoples R China"
106,"Xue, Q; Zhang, HJ; Zhu, MS; Pei, ZX; Li, HF; Wang, ZF; Huang, Y; Huang, Y; Deng, QH; Zhou, J; Du, SY; Huang, Q; Zhi, CY","City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; Jiangnan Univ, Sch Biotechnol, Minist Educ, Key Lab Carbohydrate Chem & Biotechnol, Wuxi 214122, Jiangsu, Peoples R China; Chinese Acad Sci, Engn Lab Specialty Fibers & Nucl Energy Mat, Ningbo Inst Mat Engn & Technol, Ningbo 315201, Zhejiang, Peoples R China; City Univ Hong Kong, Shenzhen Res Inst, Shenzhen 518057, Peoples R China"
107,"Tran, V; Soklaski, R; Liang, YF; Yang, L","Washington Univ, Dept Phys, St Louis, MO 63136 USA"
108,"Zhuo, SJ; Shao, MW; Lee, ST","Soochow Univ, Inst Funct Nano & Soft Mat FUNSOM, Suzhou 215123, Jiangsu, Peoples R China; Soochow Univ, Jiangsu Key Lab Carbon Based Funct Mat & Devices, Suzhou 215123, Jiangsu, Peoples R China; Anhui Normal Univ, Coll Chem & Mat Sci, Anhui Key Lab Funct Mol Solids, Wuhu 241000, Peoples R China; City Univ Hong Kong, Ctr Super Diamond & Adv Films, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China"
109,"Oulton, RF; Sorger, VJ; Zentgraf, T; Ma, RM; Gladden, C; Dai, L; Bartal, G; Zhang, X","Univ Calif Berkeley, NSF Nanoscale Sci & Engn Ctr, Berkeley, CA 94720 USA; Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA; Peking Univ, Sch Phys, Beijing 100871, Peoples R China; Peking Univ, State Key Lab Mesoscop Phys, Beijing 100871, Peoples R China"
110,"Hafner, J","Univ Vienna, Fac Phys, A-1090 Vienna, Austria; Univ Vienna, Ctr Computat Mat Sci, A-1090 Vienna, Austria"
111,"Jia, QY; Ge, JC; Liu, WM; Zheng, XL; Chen, SQ; Wen, YM; Zhang, HY; Wang, PF","Chinese Acad Sci, Key Lab Photochem Convers & Optoelect Mat, Tech Inst Phys & Chem, Beijing 100190, Peoples R China; Chinese Acad Sci, CityU CAS Joint Lab Funct Mat & Devices, Tech Inst Phys & Chem, Beijing 100190, Peoples R China; Univ Chinese Acad Sci, Sch Future Technol, Beijing 100049, Peoples R China"
112,"Di, TM; Zhu, BC; Cheng, B; Yu, JG; Xu, JS","Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Wuhan 430070, Peoples R China; King Abdulaziz Univ, Fac Sci, Dept Phys, Jeddah 21589, Saudi Arabia; Queensland Univ Technol, Sch Chem Phys & Mech Engn, Brisbane, Qld 4001, Australia"
113,"Li, JT; Cushing, SK; Zheng, P; Senty, T; Meng, FK; Bristow, AD; Manivannan, A; Wu, NQ","W Virginia Univ, Dept Mech & Aerosp Engn, Morgantown, WV 26506 USA; W Virginia Univ, Dept Phys & Astron, Morgantown, WV 26506 USA; US DOE, Natl Energy Technol Lab, Morgantown, WV 26507 USA"
114,"Abdi-Jalebi, M; Andaji-Garmaroudi, Z; Cacovich, S; Stavrakas, C; Philippe, B; Richter, JM; Alsari, M; Booker, EP; Hutter, EM; Pearson, AJ; Lilliu, S; Savenije, TJ; Rensmo, H; Divitini, G; Ducati, C; Friend, RH; Stranks, SD","Univ Cambridge, Dept Phys, Cavendish Lab, JJ Thomson Ave, Cambridge CB3 0HE, England; Univ Cambridge, Dept Mat Sci & Met, 27 Charles Babbage Rd, Cambridge CB3 0FS, England; Uppsala Univ, Dept Phys & Astron, Box 516, S-75120 Uppsala, Sweden; Delft Univ Technol, Dept Chem Engn, van der Maasweg 9, NL-2629 HZ Delft, Netherlands; Univ Sheffield, Dept Phys & Astron, Sheffield S3 7RH, S Yorkshire, England; UAE Ctr Crystallog, Abu Dhabi, U Arab Emirates"
115,"KRESSE, G; HAFNER, J","VIENNA TECH UNIV, INST THEORET PHYS, WIEDNER HAUPTSTR 8-10, A-1040 VIENNA, AUSTRIA"
116,"PERDEW, JP; WANG, Y","TULANE UNIV, QUANTUM THEORY GRP, NEW ORLEANS, LA 70118 USA"
117,"Lu, NP; Zhang, PF; Zhang, QH; Qiao, RM; He, Q; Li, HB; Wang, YJ; Guo, JW; Zhang, D; Duan, Z; Li, ZL; Wang, M; Yang, SZ; Yan, MZ; Arenholz, E; Zhou, SY; Yang, WL; Gu, L; Nan, CW; Wu, J; Tokura, Y; Yu, P","Tsinghua Univ, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China; Tsinghua Univ, Dept Phys, Beijing 100084, Peoples R China; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing 100190, Peoples R China; Tsinghua Univ, Sch Mat Sci & Engn, State Key Lab New Ceram & Fine Proc, Beijing 100084, Peoples R China; Lawrence Berkeley Natl Lab, Adv Light Source, Berkeley, CA 94720 USA; Univ Durham, Dept Phys, Durham DH1 3LE, England; Collaborat Innovat Ctr Quantum Matter, Beijing 100084, Peoples R China; RIKEN, Ctr Emergent Matter Sci, Wako, Saitama 351198, Japan"
118,"Wang, L; Zhu, SJ; Wang, HY; Qu, SN; Zhang, YL; Zhang, JH; Chen, QD; Xu, HL; Han, W; Yang, B; Sun, HB","Jilin Univ, Coll Elect Sci & Engn, State Key Lab Integrated Optoelect, Changchun 130012, Peoples R China; Jilin Univ, Coll Chem, State Key Lab Supramol Struct & Mat, Changchun 130012, Peoples R China; Jilin Univ, Coll Phys, Changchun 130012, Peoples R China; Chinese Acad Sci, State Key Lab Luminescence & Applicat, Changchun Inst Opt Fine Mech & Phys, Changchun 130033, Peoples R China"
119,"Xiao, JD; Shang, QC; Xiong, YJ; Zhang, Q; Luo, Y; Yu, SH; Jiang, HL","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Suzhou Nano Sci & Technol, CAS Key Lab Soft Matter Chem,Dept Chem, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Synerget Innovat Ctr Quantum Informat & Quantum P, Dept Chem Phys, Hefei Sci Ctr,CAS, Hefei 230026, Anhui, Peoples R China"
120,"Zhang, SL; Guo, SY; Chen, ZF; Wang, YL; Gao, HJ; Gomez-Herrero, J; Ares, P; Zamora, F; Zhu, Z; Zeng, HB","Nanjing Univ Sci & Technol, Minist Ind & Informat Technol, MIIT Key Lab Adv Display Mat & Devices, Inst Optoelect & Nanomat, Nanjing 210094, Jiangsu, Peoples R China; Univ Puerto Rico, Dept Chem, Inst Funct Nanomat, San Juan, PR 00931 USA; Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China; Chinese Acad Sci, Univ Chinese Acad Sci, Beijing 100190, Peoples R China; Univ Autonoma Madrid, Dept Fis Mat Condensada, E-28049 Madrid, Spain; Univ Autonoma Madrid, Dept Quim Inorgan, E-28049 Madrid, Spain; Univ Calif Santa Barbara, Dept Mat, Santa Barbara, CA 93106 USA"
121,"Wang, W; Fang, JJ; Shao, SF; Lai, M; Lu, CH","Nanjing Univ Informat Sci & Technol, Sch Phys & Optoelect Engn, Jiangsu Key Lab Optoelect Detect Atmosphere & Oce, Nanjing 210044, Jiangsu, Peoples R China; Nanjing Tech Univ, Jiangsu Collaborat Innovat Ctr Adv Inorgan Funct, Nanjing 210009, Jiangsu, Peoples R China"
122,"Nagaosa, N; Sinova, J; Onoda, S; MacDonald, AH; Ong, NP","Univ Tokyo, Dept Appl Phys, Tokyo 1138656, Japan; RIKEN, ASI, CERG, Wako, Saitama 3510198, Japan; RIKEN, ASI, CMRG, Wako, Saitama 3510198, Japan; Texas A&M Univ, Dept Phys, College Stn, TX 77843 USA; Inst Phys ASCR, Prague 16253 6, Czech Republic; RIKEN, ASI, Condensed Matter Theory Lab, Wako, Saitama 3510198, Japan; Univ Texas Austin, Dept Phys, Austin, TX 78712 USA; Princeton Univ, Dept Phys, Princeton, NJ 08544 USA"
123,"Ge, JC; Lan, MH; Zhou, BJ; Liu, WM; Guo, L; Wang, H; Jia, QY; Niu, GL; Huang, X; Zhou, HY; Meng, XM; Wang, PF; Lee, CS; Zhang, WJ; Han, XD","Chinese Acad Sci, TIPC, Key Lab Photochem Convers & Optoelectron Mat, Beijing 100190, Peoples R China; City Univ Hong Kong, Ctr Super Diamond & Adv Films COSDAF, Hong Kong 999077, Hong Kong, Peoples R China; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong 999077, Hong Kong, Peoples R China; Beijing Univ Technol, Inst Microstructure & Properties Adv Mat, Beijing 100124, Peoples R China"
124,"Xie, GC; Zhang, K; Guo, BD; Liu, Q; Fang, L; Gong, JR","Natl Ctr Nanosci & Technol, Beijing 100190, Peoples R China; Chongqing Univ, Dept Appl Phys, Chongqing 400044, Peoples R China"
125,"Zhu, FF; Chen, WJ; Xu, Y; Gao, CL; Guan, DD; Liu, CH; Qian, D; Zhang, SC; Jia, JF","Shanghai Jiao Tong Univ, Dept Phys & Astron, Minist Educ, Key Lab Artificial Struct & Quantum Control, Shanghai 200240, Peoples R China; Stanford Univ, Dept Phys, Stanford, CA 94305 USA; Tsinghua Univ, Dept Phys, Beijing 100084, Peoples R China; Tsinghua Univ, Inst Adv Study, Beijing 100084, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100084, Peoples R China; Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China"
126,"Mak, KF; Lee, C; Hone, J; Shan, J; Heinz, TF","Columbia Univ, Dept Phys, New York, NY 10027 USA; Columbia Univ, Dept Elect Engn, New York, NY 10027 USA; Sungkyunkwan Univ, Dept Mech Engn, Suwon 440746, South Korea; Sungkyunkwan Univ, SKKU Adv Inst Nanotechnol SAINT, Suwon 440746, South Korea; Columbia Univ, Dept Mech Engn, New York, NY 10027 USA; Case Western Reserve Univ, Dept Phys, Cleveland, OH 44106 USA"
127,"Ran, JR; Ma, TY; Gao, GP; Du, XW; Qiao, SZ","Univ Adelaide, Sch Chem Engn, Adelaide, SA 5005, Australia; Queensland Univ Technol, Sch Chem, Phys & Mech Engn Fac, Brisbane, Qld 4001, Australia; Tianjin Univ, Sch Mat Sci & Engn, Tianjin 300072, Peoples R China"
128,"Miao, JL; Zhang, FJ","Beijing Jiaotong Univ, Minist Educ, Key Lab Luminescence & Opt Informat, Beijing 100044, Peoples R China"
129,"Yu, YF; Nam, GH; He, QY; Wu, XJ; Zhang, K; Yang, ZZ; Chen, JZ; Ma, QL; Zhao, MT; Liu, ZQ; Ran, FR; Wang, XZ; Li, H; Huang, X; Li, B; Xiong, QH; Zhang, Q; Liu, Z; Gu, L; Du, YH; Huang, W; Zhang, H","Nanyang Technol Univ, Sch Mat Sci & Engn, Ctr Programmable Mat, Singapore, Singapore; Tianjin Univ, Sch Sci, Dept Chem, Tianjin, Peoples R China; Collaborat Innovat Ctr Chem Sci & Engn, Tianjin, Peoples R China; Nanyang Technol Univ, Interdisciplinary Grad Sch, HealthTech NTU, Singapore, Singapore; Nanyang Technol Univ, Sch Elect & Elect Engn, Singapore, Singapore; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing, Peoples R China; Nanjing Tech Univ NanjingTech, KLOFE, Nanjing, Jiangsu, Peoples R China; Nanjing Tech Univ NanjingTech, IAM, Nanjing, Jiangsu, Peoples R China; Nanyang Technol Univ, Sch Phys & Math Sci, Div Phys & Appl Phys, Singapore, Singapore; ASTAR, Inst Mat Res & Engn, Singapore, Singapore; Collaborat Innovat Ctr Quantum Matter, Beijing, Peoples R China; Univ Chinese Acad Sci, Sch Phys Sci, Beijing, Peoples R China; ASTAR, Inst Chem & Engn Sci, Singapore, Singapore; Nanjing Univ Posts & Telecommun, Key Lab Organ Elect & Informat Displays, Nanjing, Jiangsu, Peoples R China; Nanjing Univ Posts & Telecommun, Inst Adv Mat, Jiangsu Natl Synergist Innovat Ctr Adv Mat SICAM, Nanjing, Jiangsu, Peoples R China; NPU, SIFE, Xian, Shaanxi, Peoples R China"
130,"Lee, Y; Kwon, J; Hwang, E; Ra, CH; Yoo, WJ; Ahn, JH; Park, JH; Cho, JH","Sungkyunkwan Univ, Sch Chem Engn, SKKU Adv Inst Nanotechnol SAINT, Suwon 440746, South Korea; Sungkyunkwan Univ, SKKU Adv Inst Nanotechnol SAINT, Suwon 440746, South Korea; Sungkyunkwan Univ, Sch Chem Engn, Suwon 440746, South Korea; Sungkyunkwan Univ, Dept Phys, SKKU Adv Inst Nanotechnol SAINT, Suwon 440746, South Korea; Yonsei Univ, Sch Elect & Elect Engn, Seoul 120749, South Korea"
131,"Prodan, E; Radloff, C; Halas, NJ; Nordlander, P","Rice Univ, Dept Chem, Houston, TX 77251 USA; Rice Univ, Dept Phys, Houston, TX 77251 USA; Rice Univ, Dept Elect & Comp Engn, Houston, TX 77251 USA; Rice Univ, Rice Quantum Inst, Houston, TX 77251 USA"
132,"Ding, QQ; Zhang, Y; Chen, X; Fu, XQ; Chen, DK; Chen, SJ; Gu, L; Wei, F; Bei, HB; Gao, YF; Wen, MR; Li, JX; Zhang, Z; Zhu, T; Ritchie, RO; Yu, Q","Zhejiang Univ, Ctr Electron Microscopy, Hangzhou, Zhejiang, Peoples R China; Zhejiang Univ, State Key Lab Silicon Mat, Dept Mat Sci & Engn, Hangzhou, Zhejiang, Peoples R China; Georgia Inst Technol, Woodruff Sch Mech Engn, Atlanta, GA 30332 USA; Tsinghua Univ, Beijing Key Lab Green Chem React Engn & Technol, Dept Chem Engn, Beijing, Peoples R China; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing, Peoples R China; Chinese Acad Sci, Collaborat Innovat Ctr Quantum Matter, Inst Phys, Beijing, Peoples R China; Univ Tennessee, Dept Mat Sci & Engn, Knoxville, TN 37996 USA; Oak Ridge Natl Lab, Mat Sci & Technol Div, Oak Ridge, TN USA; Lawrence Berkeley Natl Lab, Mat Sci Div, Berkeley, CA 94720 USA; Univ Calif Berkeley, Dept Mat Sci & Engn, Berkeley, CA 94720 USA"
133,"Chen, HT; Padilla, WJ; Zide, JMO; Gossard, AC; Taylor, AJ; Averitt, RD","Los Alamos Natl Lab, Ctr Integrated Nanotechnol, Mat Phys & Applicat Div, Los Alamos, NM 87545 USA; Univ Calif Santa Barbara, Dept Mat, Santa Barbara, CA 93106 USA"
134,"Hwang, HY; Iwasa, Y; Kawasaki, M; Keimer, B; Nagaosa, N; Tokura, Y","RIKEN Adv Sci Inst, Correlated Elect Res Grp CERG, Wako, Saitama 3510198, Japan; RIKEN Adv Sci Inst, Cross Correlated Mat Res Grp CMRG, Wako, Saitama 3510198, Japan; Stanford Univ, Dept Appl Phys, Stanford, CA 94305 USA; Stanford Univ, Stanford Inst Mat & Energy Sci, Stanford, CA 94305 USA; Japan Sci & Technol Agcy JST, CREST, Tokyo 1020075, Japan; Univ Tokyo, Dept Appl Phys, Bunkyo Ku, Tokyo 1138656, Japan; Univ Tokyo, Quantum Phase Elect Ctr QPEC, Bunkyo Ku, Tokyo 1138656, Japan; Max Planck Inst Solid State Res, D-70569 Stuttgart, Germany; Japan Sci & Technol Agcy JST, Multiferro Project, ERATO, Tokyo 1138656, Japan"
135,"Xing, GC; Mathews, N; Lim, SS; Yantara, N; Liu, XF; Sabba, D; Gratzel, M; Mhaisalkar, S; Sum, TC","Nanyang Technol Univ, Sch Phys & Math Sci, Div Phys & Appl Phys, Singapore 637371, Singapore; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; NTU ERI N, Energy Res Inst, Singapore 637553, Singapore; Singapore Berkeley Res Initiat Sustainable Energy, Singapore 138602, Singapore; Swiss Fed Inst Technol, Dept Chem & Chem Engn, Lab Photon & Interfaces, CH-1015 Lausanne, Switzerland"
136,"Sun, WT; Yu, Y; Pan, HY; Gao, XF; Chen, Q; Peng, LM","Peking Univ, Key Lab Phys & Chem Nanodevices, Beijing 100871, Peoples R China; Peking Univ, Dept Elect, Beijing 100871, Peoples R China"
137,"Son, YW; Cohen, ML; Louie, SG","Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; Lawrence Berkeley Natl Lab, Div Mat Sci, Berkeley, CA 94720 USA"
